#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1653   0.365737E+03  -0.286937E+02   0.386184E-06  -0.286937E+02   0.202114E+02   0.163953E-06   0.386184E-06   0.163953E-06   0.286273E-08
  1654   0.365970E+03  -0.290122E+02   0.382819E-06  -0.290122E+02   0.201037E+02   0.163207E-06   0.382819E-06   0.163207E-06   0.285973E-08
  1655   0.366225E+03  -0.293236E+02   0.379610E-06  -0.293236E+02   0.199942E+02   0.162448E-06   0.379610E-06   0.162448E-06   0.285675E-08
  1656   0.366501E+03  -0.296278E+02   0.376555E-06  -0.296278E+02   0.198829E+02   0.161675E-06   0.376555E-06   0.161675E-06   0.285376E-08
  1657   0.366799E+03  -0.299244E+02   0.373655E-06  -0.299244E+02   0.197699E+02   0.160889E-06   0.373655E-06   0.160889E-06   0.285078E-08
  1658   0.367117E+03  -0.302135E+02   0.370912E-06  -0.302135E+02   0.196551E+02   0.160090E-06   0.370912E-06   0.160090E-06   0.284781E-08
  1659   0.367455E+03  -0.304951E+02   0.368325E-06  -0.304951E+02   0.195386E+02   0.159277E-06   0.368325E-06   0.159277E-06   0.284484E-08
  1660   0.367812E+03  -0.307690E+02   0.365894E-06  -0.307690E+02   0.194206E+02   0.158451E-06   0.365894E-06   0.158451E-06   0.284188E-08
  1661   0.368188E+03  -0.310352E+02   0.363622E-06  -0.310352E+02   0.193010E+02   0.157612E-06   0.363622E-06   0.157612E-06   0.283892E-08
  1662   0.368581E+03  -0.312936E+02   0.361507E-06  -0.312936E+02   0.191798E+02   0.156760E-06   0.361507E-06   0.156760E-06   0.283596E-08
  1663   0.368992E+03  -0.315441E+02   0.359551E-06  -0.315441E+02   0.190572E+02   0.155895E-06   0.359551E-06   0.155895E-06   0.283301E-08
  1664   0.369420E+03  -0.317867E+02   0.357753E-06  -0.317867E+02   0.189332E+02   0.155018E-06   0.357753E-06   0.155018E-06   0.283006E-08
  1665   0.369863E+03  -0.320213E+02   0.356116E-06  -0.320213E+02   0.188078E+02   0.154127E-06   0.356116E-06   0.154127E-06   0.282712E-08
  1666   0.370322E+03  -0.322478E+02   0.354638E-06  -0.322478E+02   0.186809E+02   0.153224E-06   0.354638E-06   0.153224E-06   0.282419E-08
  1667   0.370795E+03  -0.324662E+02   0.353321E-06  -0.324662E+02   0.185529E+02   0.152308E-06   0.353321E-06   0.152308E-06   0.282125E-08
  1668   0.371283E+03  -0.326763E+02   0.352164E-06  -0.326763E+02   0.184235E+02   0.151379E-06   0.352164E-06   0.151379E-06   0.281833E-08
  1669   0.371784E+03  -0.328783E+02   0.351170E-06  -0.328783E+02   0.182928E+02   0.150438E-06   0.351170E-06   0.150438E-06   0.281540E-08
  1670   0.372297E+03  -0.330719E+02   0.350337E-06  -0.330719E+02   0.181611E+02   0.149485E-06   0.350337E-06   0.149485E-06   0.281248E-08
  1671   0.372823E+03  -0.332572E+02   0.349668E-06  -0.332572E+02   0.180281E+02   0.148519E-06   0.349668E-06   0.148519E-06   0.280957E-08
  1672   0.373360E+03  -0.334340E+02   0.349161E-06  -0.334340E+02   0.178941E+02   0.147542E-06   0.349161E-06   0.147542E-06   0.280666E-08
  1673   0.373907E+03  -0.336026E+02   0.348818E-06  -0.336026E+02   0.177591E+02   0.146552E-06   0.348818E-06   0.146552E-06   0.280376E-08
  1674   0.374465E+03  -0.337627E+02   0.348639E-06  -0.337627E+02   0.176231E+02   0.145550E-06   0.348639E-06   0.145550E-06   0.280086E-08
  1675   0.375032E+03  -0.339145E+02   0.348624E-06  -0.339145E+02   0.174862E+02   0.144536E-06   0.348624E-06   0.144536E-06   0.279796E-08
  1676   0.375609E+03  -0.340578E+02   0.348775E-06  -0.340578E+02   0.173485E+02   0.143510E-06   0.348775E-06   0.143510E-06   0.279507E-08
  1677   0.376193E+03  -0.341926E+02   0.349091E-06  -0.341926E+02   0.172100E+02   0.142472E-06   0.349091E-06   0.142472E-06   0.279218E-08
  1678   0.376786E+03  -0.343190E+02   0.349574E-06  -0.343190E+02   0.170708E+02   0.141423E-06   0.349574E-06   0.141423E-06   0.278930E-08
  1679   0.377385E+03  -0.344369E+02   0.350224E-06  -0.344369E+02   0.169308E+02   0.140362E-06   0.350224E-06   0.140362E-06   0.278642E-08
  1680   0.377990E+03  -0.345463E+02   0.351040E-06  -0.345463E+02   0.167903E+02   0.139289E-06   0.351040E-06   0.139289E-06   0.278355E-08
  1681   0.378602E+03  -0.346472E+02   0.352025E-06  -0.346472E+02   0.166491E+02   0.138205E-06   0.352025E-06   0.138205E-06   0.278068E-08
  1682   0.379218E+03  -0.347396E+02   0.353177E-06  -0.347396E+02   0.165073E+02   0.137109E-06   0.353177E-06   0.137109E-06   0.277782E-08
  1683   0.379839E+03  -0.348234E+02   0.354499E-06  -0.348234E+02   0.163651E+02   0.136003E-06   0.354499E-06   0.136003E-06   0.277496E-08
  1684   0.380463E+03  -0.348987E+02   0.355989E-06  -0.348987E+02   0.162223E+02   0.134885E-06   0.355989E-06   0.134885E-06   0.277210E-08
  1685   0.381091E+03  -0.349655E+02   0.357650E-06  -0.349655E+02   0.160792E+02   0.133755E-06   0.357650E-06   0.133755E-06   0.276925E-08
  1686   0.381721E+03  -0.350237E+02   0.359480E-06  -0.350237E+02   0.159357E+02   0.132615E-06   0.359480E-06   0.132615E-06   0.276641E-08
  1687   0.382353E+03  -0.350735E+02   0.361482E-06  -0.350735E+02   0.157918E+02   0.131464E-06   0.361482E-06   0.131464E-06   0.276356E-08
  1688   0.382986E+03  -0.351149E+02   0.363655E-06  -0.351149E+02   0.156477E+02   0.130302E-06   0.363655E-06   0.130302E-06   0.276073E-08
  1689   0.383620E+03  -0.351478E+02   0.366000E-06  -0.351478E+02   0.155033E+02   0.129129E-06   0.366000E-06   0.129129E-06   0.275789E-08
  1690   0.384254E+03  -0.351722E+02   0.368517E-06  -0.351722E+02   0.153588E+02   0.127945E-06   0.368517E-06   0.127945E-06   0.275507E-08
  1691   0.384887E+03  -0.351883E+02   0.371207E-06  -0.351883E+02   0.152141E+02   0.126750E-06   0.371207E-06   0.126750E-06   0.275224E-08
  1692   0.385519E+03  -0.351960E+02   0.374070E-06  -0.351960E+02   0.150694E+02   0.125545E-06   0.374070E-06   0.125545E-06   0.274942E-08
  1693   0.386149E+03  -0.351954E+02   0.377108E-06  -0.351954E+02   0.149246E+02   0.124330E-06   0.377108E-06   0.124330E-06   0.274661E-08
  1694   0.386777E+03  -0.351864E+02   0.380320E-06  -0.351864E+02   0.147799E+02   0.123104E-06   0.380320E-06   0.123104E-06   0.274380E-08
  1695   0.387401E+03  -0.351691E+02   0.383706E-06  -0.351691E+02   0.146353E+02   0.121868E-06   0.383706E-06   0.121868E-06   0.274099E-08
  1696   0.388023E+03  -0.351436E+02   0.387268E-06  -0.351436E+02   0.144907E+02   0.120621E-06   0.387268E-06   0.120621E-06   0.273819E-08
  1697   0.388640E+03  -0.351099E+02   0.391007E-06  -0.351099E+02   0.143462E+02   0.119364E-06   0.391007E-06   0.119364E-06   0.273539E-08
  1698   0.389251E+03  -0.350680E+02   0.394921E-06  -0.350680E+02   0.142020E+02   0.118097E-06   0.394921E-06   0.118097E-06   0.273260E-08
  1699   0.389857E+03  -0.350180E+02   0.399013E-06  -0.350180E+02   0.140579E+02   0.116820E-06   0.399013E-06   0.116820E-06   0.272981E-08
  1700   0.390457E+03  -0.349599E+02   0.403282E-06  -0.349599E+02   0.139143E+02   0.115534E-06   0.403282E-06   0.115534E-06   0.272702E-08
  1701   0.391051E+03  -0.348938E+02   0.407728E-06  -0.348938E+02   0.137708E+02   0.114237E-06   0.407728E-06   0.114237E-06   0.272424E-08
  1702   0.391638E+03  -0.348198E+02   0.412344E-06  -0.348198E+02   0.136278E+02   0.112931E-06   0.412344E-06   0.112931E-06   0.272147E-08
  1703   0.392217E+03  -0.347380E+02   0.417124E-06  -0.347380E+02   0.134853E+02   0.111616E-06   0.417124E-06   0.111616E-06   0.271869E-08
  1704   0.392788E+03  -0.346485E+02   0.422059E-06  -0.346485E+02   0.133432E+02   0.110291E-06   0.422059E-06   0.110291E-06   0.271593E-08
  1705   0.393351E+03  -0.345513E+02   0.427142E-06  -0.345513E+02   0.132018E+02   0.108958E-06   0.427142E-06   0.108958E-06   0.271316E-08
  1706   0.393905E+03  -0.344466E+02   0.432367E-06  -0.344466E+02   0.130608E+02   0.107617E-06   0.432367E-06   0.107617E-06   0.271041E-08
  1707   0.394449E+03  -0.343343E+02   0.437724E-06  -0.343343E+02   0.129205E+02   0.106268E-06   0.437724E-06   0.106268E-06   0.270765E-08
  1708   0.394983E+03  -0.342146E+02   0.443208E-06  -0.342146E+02   0.127809E+02   0.104912E-06   0.443208E-06   0.104912E-06   0.270490E-08
  1709   0.395507E+03  -0.340876E+02   0.448810E-06  -0.340876E+02   0.126420E+02   0.103548E-06   0.448810E-06   0.103548E-06   0.270215E-08
  1710   0.396020E+03  -0.339533E+02   0.454523E-06  -0.339533E+02   0.125039E+02   0.102177E-06   0.454523E-06   0.102177E-06   0.269941E-08
  1711   0.396522E+03  -0.338118E+02   0.460339E-06  -0.338118E+02   0.123665E+02   0.100800E-06   0.460339E-06   0.100800E-06   0.269667E-08
  1712   0.397011E+03  -0.336632E+02   0.466251E-06  -0.336632E+02   0.122300E+02   0.994158E-07   0.466251E-06   0.994158E-07   0.269394E-08
  1713   0.397487E+03  -0.335077E+02   0.472253E-06  -0.335077E+02   0.120943E+02   0.980260E-07   0.472253E-06   0.980260E-07   0.269121E-08
  1714   0.397951E+03  -0.333451E+02   0.478335E-06  -0.333451E+02   0.119595E+02   0.966305E-07   0.478335E-06   0.966305E-07   0.268849E-08
  1715   0.398402E+03  -0.331759E+02   0.484491E-06  -0.331759E+02   0.118257E+02   0.952297E-07   0.484491E-06   0.952297E-07   0.268577E-08
  1716   0.398840E+03  -0.329999E+02   0.490714E-06  -0.329999E+02   0.116930E+02   0.938239E-07   0.490714E-06   0.938239E-07   0.268305E-08
  1717   0.399262E+03  -0.328173E+02   0.496995E-06  -0.328173E+02   0.115613E+02   0.924133E-07   0.496995E-06   0.924133E-07   0.268034E-08
  1718   0.399670E+03  -0.326283E+02   0.503328E-06  -0.326283E+02   0.114306E+02   0.909984E-07   0.503328E-06   0.909984E-07   0.267763E-08
  1719   0.400064E+03  -0.324328E+02   0.509704E-06  -0.324328E+02   0.113010E+02   0.895794E-07   0.509704E-06   0.895794E-07   0.267493E-08
  1720   0.400442E+03  -0.322312E+02   0.516117E-06  -0.322312E+02   0.111726E+02   0.881566E-07   0.516117E-06   0.881566E-07   0.267223E-08
  1721   0.400805E+03  -0.320233E+02   0.522560E-06  -0.320233E+02   0.110454E+02   0.867305E-07   0.522560E-06   0.867305E-07   0.266953E-08
  1722   0.401152E+03  -0.318094E+02   0.529024E-06  -0.318094E+02   0.109194E+02   0.853012E-07   0.529024E-06   0.853012E-07   0.266684E-08
  1723   0.401482E+03  -0.315897E+02   0.535501E-06  -0.315897E+02   0.107947E+02   0.838692E-07   0.535501E-06   0.838692E-07   0.266415E-08
  1724   0.401796E+03  -0.313641E+02   0.541986E-06  -0.313641E+02   0.106713E+02   0.824347E-07   0.541986E-06   0.824347E-07   0.266147E-08
  1725   0.402092E+03  -0.311330E+02   0.548470E-06  -0.311330E+02   0.105492E+02   0.809980E-07   0.548470E-06   0.809980E-07   0.265879E-08
  1726   0.402371E+03  -0.308962E+02   0.554946E-06  -0.308962E+02   0.104285E+02   0.795596E-07   0.554946E-06   0.795596E-07   0.265611E-08
  1727   0.402633E+03  -0.306540E+02   0.561406E-06  -0.306540E+02   0.103092E+02   0.781197E-07   0.561406E-06   0.781197E-07   0.265344E-08
  1728   0.402876E+03  -0.304064E+02   0.567843E-06  -0.304064E+02   0.101913E+02   0.766786E-07   0.567843E-06   0.766786E-07   0.265078E-08
  1729   0.403101E+03  -0.301538E+02   0.574250E-06  -0.301538E+02   0.100750E+02   0.752366E-07   0.574250E-06   0.752366E-07   0.264811E-08
  1730   0.403307E+03  -0.298960E+02   0.580619E-06  -0.298960E+02   0.996011E+01   0.737941E-07   0.580619E-06   0.737941E-07   0.264545E-08
  1731   0.403494E+03  -0.296332E+02   0.586942E-06  -0.296332E+02   0.984673E+01   0.723515E-07   0.586942E-06   0.723515E-07   0.264280E-08
  1732   0.403661E+03  -0.293657E+02   0.593212E-06  -0.293657E+02   0.973490E+01   0.709089E-07   0.593212E-06   0.709089E-07   0.264015E-08
  1733   0.403809E+03  -0.290934E+02   0.599422E-06  -0.290934E+02   0.962471E+01   0.694668E-07   0.599422E-06   0.694668E-07   0.263750E-08
  1734   0.403937E+03  -0.288165E+02   0.605565E-06  -0.288165E+02   0.951608E+01   0.680254E-07   0.605565E-06   0.680254E-07   0.263486E-08
  1735   0.404044E+03  -0.285351E+02   0.611632E-06  -0.285351E+02   0.940909E+01   0.665851E-07   0.611632E-06   0.665851E-07   0.263222E-08
  1736   0.404131E+03  -0.282496E+02   0.617616E-06  -0.282496E+02   0.930380E+01   0.651463E-07   0.617616E-06   0.651463E-07   0.262959E-08
  1737   0.404198E+03  -0.279598E+02   0.623510E-06  -0.279598E+02   0.920022E+01   0.637091E-07   0.623510E-06   0.637091E-07   0.262695E-08
  1738   0.404244E+03  -0.276662E+02   0.629307E-06  -0.276662E+02   0.909834E+01   0.622740E-07   0.629307E-06   0.622740E-07   0.262433E-08
  1739   0.404270E+03  -0.273686E+02   0.634999E-06  -0.273686E+02   0.899825E+01   0.608413E-07   0.634999E-06   0.608413E-07   0.262171E-08
  1740   0.404274E+03  -0.270674E+02   0.640578E-06  -0.270674E+02   0.889994E+01   0.594113E-07   0.640578E-06   0.594113E-07   0.261909E-08
  1741   0.404258E+03  -0.267626E+02   0.646038E-06  -0.267626E+02   0.880342E+01   0.579843E-07   0.646038E-06   0.579843E-07   0.261647E-08
  1742   0.404220E+03  -0.264546E+02   0.651370E-06  -0.264546E+02   0.870875E+01   0.565606E-07   0.651370E-06   0.565606E-07   0.261386E-08
  1743   0.404161E+03  -0.261431E+02   0.656567E-06  -0.261431E+02   0.861586E+01   0.551405E-07   0.656567E-06   0.551405E-07   0.261125E-08
  1744   0.404079E+03  -0.258285E+02   0.661622E-06  -0.258285E+02   0.852490E+01   0.537245E-07   0.661622E-06   0.537245E-07   0.260865E-08
  1745   0.403977E+03  -0.255110E+02   0.666527E-06  -0.255110E+02   0.843580E+01   0.523127E-07   0.666527E-06   0.523127E-07   0.260605E-08
  1746   0.403852E+03  -0.251905E+02   0.671275E-06  -0.251905E+02   0.834862E+01   0.509056E-07   0.671275E-06   0.509056E-07   0.260346E-08
  1747   0.403704E+03  -0.248672E+02   0.675859E-06  -0.248672E+02   0.826331E+01   0.495034E-07   0.675859E-06   0.495034E-07   0.260087E-08
  1748   0.403535E+03  -0.245415E+02   0.680271E-06  -0.245415E+02   0.818000E+01   0.481065E-07   0.680271E-06   0.481065E-07   0.259828E-08
  1749   0.403342E+03  -0.242132E+02   0.684503E-06  -0.242132E+02   0.809862E+01   0.467152E-07   0.684503E-06   0.467152E-07   0.259570E-08
  1750   0.403128E+03  -0.238826E+02   0.688548E-06  -0.238826E+02   0.801917E+01   0.453298E-07   0.688548E-06   0.453298E-07   0.259312E-08
  1751   0.402890E+03  -0.235499E+02   0.692399E-06  -0.235499E+02   0.794172E+01   0.439506E-07   0.692399E-06   0.439506E-07   0.259054E-08
  1752   0.402631E+03  -0.232152E+02   0.696054E-06  -0.232152E+02   0.786628E+01   0.425777E-07   0.696054E-06   0.425777E-07   0.258797E-08
  1753   0.402349E+03  -0.228786E+02   0.699508E-06  -0.228786E+02   0.779285E+01   0.412112E-07   0.699508E-06   0.412112E-07   0.258540E-08
  1754   0.402043E+03  -0.225402E+02   0.702760E-06  -0.225402E+02   0.772141E+01   0.398513E-07   0.702760E-06   0.398513E-07   0.258284E-08
  1755   0.401715E+03  -0.222004E+02   0.705807E-06  -0.222004E+02   0.765206E+01   0.384980E-07   0.705807E-06   0.384980E-07   0.258028E-08
  1756   0.401365E+03  -0.218591E+02   0.708645E-06  -0.218591E+02   0.758472E+01   0.371515E-07   0.708645E-06   0.371515E-07   0.257772E-08
  1757   0.400991E+03  -0.215165E+02   0.711273E-06  -0.215165E+02   0.751945E+01   0.358118E-07   0.711273E-06   0.358118E-07   0.257517E-08
  1758   0.400595E+03  -0.211728E+02   0.713687E-06  -0.211728E+02   0.745618E+01   0.344791E-07   0.713687E-06   0.344791E-07   0.257262E-08
  1759   0.400175E+03  -0.208281E+02   0.715885E-06  -0.208281E+02   0.739505E+01   0.331535E-07   0.715885E-06   0.331535E-07   0.257007E-08
  1760   0.399733E+03  -0.204825E+02   0.717864E-06  -0.204825E+02   0.733596E+01   0.318350E-07   0.717864E-06   0.318350E-07   0.256753E-08
  1761   0.399268E+03  -0.201363E+02   0.719621E-06  -0.201363E+02   0.727895E+01   0.305237E-07   0.719621E-06   0.305237E-07   0.256500E-08
  1762   0.398780E+03  -0.197893E+02   0.721153E-06  -0.197893E+02   0.722403E+01   0.292199E-07   0.721153E-06   0.292199E-07   0.256246E-08
  1763   0.398270E+03  -0.194421E+02   0.722459E-06  -0.194421E+02   0.717119E+01   0.279235E-07   0.722459E-06   0.279235E-07   0.255993E-08
  1764   0.397737E+03  -0.190946E+02   0.723534E-06  -0.190946E+02   0.712044E+01   0.266346E-07   0.723534E-06   0.266346E-07   0.255741E-08
  1765   0.397182E+03  -0.187469E+02   0.724376E-06  -0.187469E+02   0.707179E+01   0.253535E-07   0.724376E-06   0.253535E-07   0.255488E-08
  1766   0.396604E+03  -0.183993E+02   0.724983E-06  -0.183993E+02   0.702525E+01   0.240801E-07   0.724983E-06   0.240801E-07   0.255236E-08
  1767   0.396005E+03  -0.180518E+02   0.725352E-06  -0.180518E+02   0.698080E+01   0.228146E-07   0.725352E-06   0.228146E-07   0.254985E-08
  1768   0.395384E+03  -0.177047E+02   0.725479E-06  -0.177047E+02   0.693845E+01   0.215571E-07   0.725479E-06   0.215571E-07   0.254734E-08
  1769   0.394741E+03  -0.173580E+02   0.725363E-06  -0.173580E+02   0.689821E+01   0.203077E-07   0.725363E-06   0.203077E-07   0.254483E-08
  1770   0.394077E+03  -0.170119E+02   0.725001E-06  -0.170119E+02   0.686007E+01   0.190664E-07   0.725001E-06   0.190664E-07   0.254233E-08
  1771   0.393391E+03  -0.166667E+02   0.724389E-06  -0.166667E+02   0.682403E+01   0.178335E-07   0.724389E-06   0.178335E-07   0.253983E-08
  1772   0.392683E+03  -0.163222E+02   0.723525E-06  -0.163222E+02   0.679008E+01   0.166089E-07   0.723525E-06   0.166089E-07   0.253733E-08
  1773   0.391955E+03  -0.159788E+02   0.722407E-06  -0.159788E+02   0.675822E+01   0.153929E-07   0.722407E-06   0.153929E-07   0.253484E-08
  1774   0.391205E+03  -0.156365E+02   0.721031E-06  -0.156365E+02   0.672844E+01   0.141855E-07   0.721031E-06   0.141855E-07   0.253235E-08
  1775   0.390435E+03  -0.152955E+02   0.719395E-06  -0.152955E+02   0.670075E+01   0.129867E-07   0.719395E-06   0.129867E-07   0.252987E-08
  1776   0.389643E+03  -0.149560E+02   0.717496E-06  -0.149560E+02   0.667513E+01   0.117968E-07   0.717496E-06   0.117968E-07   0.252739E-08
  1777   0.388831E+03  -0.146179E+02   0.715332E-06  -0.146179E+02   0.665158E+01   0.106158E-07   0.715332E-06   0.106158E-07   0.252491E-08
  1778   0.387999E+03  -0.142815E+02   0.712899E-06  -0.142815E+02   0.663009E+01   0.944382E-08   0.712899E-06   0.944382E-08   0.252243E-08
  1779   0.387147E+03  -0.139468E+02   0.710195E-06  -0.139468E+02   0.661064E+01   0.828095E-08   0.710195E-06   0.828095E-08   0.251996E-08
  1780   0.386274E+03  -0.136142E+02   0.707217E-06  -0.136142E+02   0.659324E+01   0.712730E-08   0.707217E-06   0.712730E-08   0.251750E-08
  1781   0.385382E+03  -0.132835E+02   0.703962E-06  -0.132835E+02   0.657787E+01   0.598298E-08   0.703962E-06   0.598298E-08   0.251503E-08
  1782   0.384471E+03  -0.129552E+02   0.700429E-06  -0.129552E+02   0.656452E+01   0.484809E-08   0.700429E-06   0.484809E-08   0.251257E-08
  1783   0.383539E+03  -0.126290E+02   0.696613E-06  -0.126290E+02   0.655319E+01   0.372273E-08   0.696613E-06   0.372273E-08   0.251012E-08
  1784   0.382590E+03  -0.123053E+02   0.692512E-06  -0.123053E+02   0.654385E+01   0.260700E-08   0.692512E-06   0.260700E-08   0.250767E-08
  1785   0.381621E+03  -0.119841E+02   0.688123E-06  -0.119841E+02   0.653650E+01   0.150102E-08   0.688123E-06   0.150102E-08   0.250522E-08
  1786   0.380634E+03  -0.116655E+02   0.683444E-06  -0.116655E+02   0.653111E+01   0.404874E-09   0.683444E-06   0.404874E-09   0.250277E-08
  1787   0.379629E+03  -0.113499E+02   0.678473E-06  -0.113499E+02   0.652769E+01  -0.681325E-09   0.678473E-06  -0.681325E-09   0.250033E-08
  1788   0.378605E+03  -0.110370E+02   0.673205E-06  -0.110370E+02   0.652620E+01  -0.175748E-08   0.673205E-06  -0.175748E-08   0.249789E-08
